piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus	staff_9_instrument	staff_9_ambitus	staff_10_instrument	staff_10_ambitus
01_Ach!_Herre_from	1: 4/4	1: 0	17	17	64.0	17	17	64.0	646.0	317	35	0	0	0		Choral Bog		Ach! Herre from						2025-01-28	Linux			"<font size=""22""/>1. Ach! Herre from"	3.6.2	2.5.3	MS3	MS3/01_Ach!_Herre_from.mscx	False	43-76 (G2-E5)	mxl	Soprano	67-76 (G4-E5)	Alto	60-69 (C4-A4)	Tenor	53-64 (F3-E4)	Bass	43-55 (G2-G3)	Piano 1	59-76 (B3-E5)	Piano 1	43-64 (G2-E4)	Piano 2	67-76 (G4-E5)	Piano 2	43-55 (G2-G3)				
02_Af_Adams_Fald_er_plat_forderv't	1: 4/4	1: 0	26	26	96.0	35	35	128.0	968.0	474	54	0	0	0		Choral Bog		Af Adams Fald er plat forderv't						2025-01-28	Linux			"<font size=""22""/>2. Af Adams Fald er plat forderv’t"	3.6.2	2.5.3	MS3	MS3/02_Af_Adams_Fald_er_plat_forderv't.mscx	False	41-76 (F2-E5)	mxl	Soprano	62-76 (D4-E5)	Alto	60-69 (C4-A4)	Tenor	53-64 (F3-E4)	Bass	41-53 (F2-F3)	Piano 1	57-76 (A3-E5)	Piano 1	41-64 (F2-E4)	Piano 2	62-76 (D4-E5)	Piano 2	41-53 (F2-F3)				
03_Af_dybeﬅe_Nød_lader_os_til_Gud	1: 4/4	1: 1	22	22	80.0	31	31	112.0	822.0	440	53	0	0	0		Choral Bog		Af dybeﬅe Nød lader os til Gud						2025-01-28	Linux			"<font size=""22""/>3. Af dybeﬅe Nød lader os til Gud"	3.6.2	2.5.3	MS3	MS3/03_Af_dybeﬅe_Nød_lader_os_til_Gud.mscx	False	42-74 (F#2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	59-69 (B3-A4)	Tenor	54-64 (F#3-E4)	Bass	42-55 (F#2-G3)	Piano 1	59-74 (B3-D5)	Piano 1	42-64 (F#2-E4)	Piano 2	62-74 (D4-D5)	Piano 2	42-55 (F#2-G3)				
04_Af_dybeﬅe_Nød_raaber_jeg_til_dig	1: 4/4	1: 0	22	22	80.0	31	31	112.0	810.0	439	53	0	0	0		Choral Bog		Af dybeﬅe Nød raaber jeg til dig						2025-01-28	Linux			"<font size=""22""/>4. Af dybeﬅe Nød raaber jeg til dig"	3.6.2	2.5.3	MS3	MS3/04_Af_dybeﬅe_Nød_raaber_jeg_til_dig.mscx	False	43-74 (G2-D5)	mxl	Soprano	64-74 (E4-D5)	Alto	59-69 (B3-A4)	Tenor	52-65 (E3-F4)	Bass	43-57 (G2-A3)	Piano 1	59-74 (B3-D5)	Piano 1	43-64 (G2-E4)	Piano 2	64-74 (E4-D5)	Piano 2	43-57 (G2-A3)				
05_Af_Høyheden_oprunden_er	1: 4/4	1: 2	29	29	112.0	42	42	162.0	1112.0	535	71	0	0	0		Choral Bog		Af Høyheden oprunden er						2025-01-28	Linux			"<font size=""22""/>5. Af Høyheden oprunden er"	3.6.2	2.5.3	MS3	MS3/05_Af_Høyheden_oprunden_er.mscx	False	42-74 (F#2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	61-71 (C#4-B4)	Tenor	52-66 (E3-F#4)	Bass	42-59 (F#2-B3)	Piano 1	57-74 (A3-D5)	Piano 1	42-62 (F#2-D4)	Piano 2	62-74 (D4-D5)	Piano 2	42-57 (F#2-A3)				
06_Af_Kierlighed_min_Ven	1: 4/4	1: -3	23	23	84.0	35	35	128.0	844.0	400	43	0	0	0		Choral Bog		Af Kierlighed min Ven						2025-01-28	Linux			"<font size=""22""/>6. Af Kierlighed min Ven"	3.6.2	2.5.3	MS3	MS3/06_Af_Kierlighed_min_Ven.mscx	False	43-75 (G2-Eb5)	mxl	Soprano	63-75 (Eb4-Eb5)	Alto	62-68 (D4-Ab4)	Tenor	55-65 (G3-F4)	Bass	43-55 (G2-G3)	Piano 1	58-75 (Bb3-Eb5)	Piano 1	43-64 (G2-E4)	Piano 2	63-75 (Eb4-Eb5)	Piano 2	43-55 (G2-G3)				
07_Alleene_til_dig_Herre_Jeſu_Chriſt	1: 4/4	1: -2	28	28	104.0	37	37	136.0	1046.0	563	77	0	0	0		Choral Bog		A﬉eene til dig Herre Jeſu Chriſt						2025-01-28	Linux			"<font size=""22""/>7. A﬉eene til dig Herre Jeſu Chriſt"	3.6.2	2.5.3	MS3	MS3/07_Alleene_til_dig_Herre_Jeſu_Chriſt.mscx	False	43-75 (G2-Eb5)	mxl	Soprano	62-75 (D4-Eb5)	Alto	58-69 (Bb3-A4)	Tenor	51-65 (Eb3-F4)	Bass	43-58 (G2-Bb3)	Piano 1	58-75 (Bb3-Eb5)	Piano 1	43-65 (G2-F4)	Piano 2	62-75 (D4-Eb5)	Piano 2	43-58 (G2-Bb3)				
08_Alleeneﬅe_Gud_i_Himmerig	1: 3/2	1: 1	22	22	120.0	31	31	168.0	1216.0	438	49	0	0	0		Choral Bog		A﬉eeneﬅe Gud i Himmerig						2025-01-28	Linux			"<font size=""22""/>8. A﬉eeneﬅe Gud i Himmerig"	3.6.2	2.5.3	MS3	MS3/08_Alleeneﬅe_Gud_i_Himmerig.mscx	False	43-74 (G2-D5)	mxl	Soprano	66-74 (F#4-D5)	Alto	62-69 (D4-A4)	Tenor	57-66 (A3-F#4)	Bass	43-55 (G2-G3)	Piano 1	57-74 (A3-D5)	Piano 1	43-64 (G2-E4)	Piano 2	66-74 (F#4-D5)	Piano 2	43-55 (G2-G3)				
09_Bryd_Jeſu!_Bryd_det_Aag	1: 4/4	1: -1	37	37	140.0	49	49	184.0	1356.0	696	88	0	0	0		Choral Bog		Bryd Jeſu! Bryd det Aag						2025-01-28	Linux			"<font size=""22""/>9. Bryd Jeſu! Bryd det Aag"	3.6.2	2.5.3	MS3	MS3/09_Bryd_Jeſu!_Bryd_det_Aag.mscx	False	42-75 (F#2-Eb5)	mxl	Soprano	62-75 (D4-Eb5)	Alto	55-69 (G3-A4)	Tenor	52-63 (E3-Eb4)	Bass	42-60 (F#2-C4)	Piano 1	57-75 (A3-Eb5)	Piano 1	42-63 (F#2-Eb4)	Piano 2	62-75 (D4-Eb5)	Piano 2	42-55 (F#2-G3)				
100_Vør_Herres_Jeſu_Chriſti_Fred	1: 3/2	1: -1	29	29	168.0	29	29	168.0	1684.0	579	72	0	0	0		Choral Bog		Vør Herres Jeſu Chriſti Fred						2025-01-28	Linux			"<font size=""22""/>98. Vør Herres Jeſu Chriſti Fred"	3.6.2	2.5.3	MS3	MS3/100_Vør_Herres_Jeſu_Chriſti_Fred.mscx	False	41-77 (F2-F5)	mxl	Soprano	65-77 (F4-F5)	Alto	60-69 (C4-A4)	Tenor	55-64 (G3-E4)	Bass	41-60 (F2-C4)	Piano 1	54-77 (F#3-F5)	Piano 1	41-60 (F2-C4)	Piano 2	65-77 (F4-F5)	Piano 2	41-60 (F2-C4)				
101_Vor_Jeſus_kan_ey_noget_Herberg	1: 4/4	1: 0	25	25	92.0	37	37	136.0	900.0	443	49	0	0	0		Choral Bog		Vor Jeſus kan ey noget Herberg						2025-01-28	Linux			"<font size=""22""/>99. Vor Jeſus kan ey noget Herberg"	3.6.2	2.5.3	MS3	MS3/101_Vor_Jeſus_kan_ey_noget_Herberg.mscx	False	43-77 (G2-F5)	mxl	Soprano	64-77 (E4-F5)	Alto	62-71 (D4-B4)	Tenor	56-65 (G#3-F4)	Bass	43-60 (G2-C4)	Piano 1	56-77 (G#3-F5)	Piano 1	44-60 (G#2-C4)	Piano 2	64-77 (E4-F5)	Piano 2	43-60 (G2-C4)				
102_Vreden_din_afvend_Herre_Gud!	1: 4/4	1: -2	22	22	84.0	22	22	84.0	858.0	415	49	0	0	0		Choral Bog		Vreden din afvend, Herre Gud!						2025-01-28	Linux			"<font size=""22""/>100. Vreden din afvend, Herre Gud!"	3.6.2	2.5.3	MS3	MS3/102_Vreden_din_afvend_Herre_Gud!.mscx	False	41-74 (F2-D5)	mxl	Soprano	65-74 (F4-D5)	Alto	58-67 (Bb3-G4)	Tenor	53-64 (F3-E4)	Bass	41-58 (F2-Bb3)	Piano 1	57-74 (A3-D5)	Piano 1	41-64 (F2-E4)	Piano 2	65-74 (F4-D5)	Piano 2	41-55 (F2-G3)				
10_Chriſtus_kom_ſelv_til_Jordans_Flod	1: 4/4	1: 0	30	30	112.0	39	39	144.0	1136.0	578	75	0	0	0		Choral Bog		Chriſtus kom ſelv til Jordans Flod						2025-01-28	Linux			"<font size=""22""/>10. Chriſtus kom ſelv til Jordans Flod"	3.6.2	2.5.3	MS3	MS3/10_Chriſtus_kom_ſelv_til_Jordans_Flod.mscx	False	41-76 (F2-E5)	mxl	Soprano	62-76 (D4-E5)	Alto	57-69 (A3-A4)	Tenor	50-64 (D3-E4)	Bass	41-57 (F2-A3)	Piano 1	57-76 (A3-E5)	Piano 1	41-64 (F2-E4)	Piano 2	62-76 (D4-E5)	Piano 2	41-57 (F2-A3)				
11_Den_lyse_Dag_forgangen_er	1: 3/2	1: -1	20	20	114.0	20	20	114.0	1144.0	436	55	0	0	0		Choral Bog		Den lyse Dag forgangen er						2025-01-28	Linux			"<font size=""22""/>11. Den lyse Dag forgangen er"	3.6.2	2.5.3	MS3	MS3/11_Den_lyse_Dag_forgangen_er.mscx	False	43-74 (G2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	58-70 (Bb3-Bb4)	Tenor	53-65 (F3-F4)	Bass	43-58 (G2-Bb3)	Piano 1	53-74 (F3-D5)	Piano 1	43-58 (G2-Bb3)	Piano 2	62-74 (D4-D5)	Piano 2	43-58 (G2-Bb3)				
12_Den_prægtig'_Soel_ſom_heele_Verden_glæder	1: 4/4	1: -2	32	32	124.0	32	32	124.0	1222.0	623	77	0	0	0		Choral Bog		Den prægtig' Soel ſom heele Verden glæder						2025-01-28	Linux			"<font size=""22""/>12. Den prægtig’ Soel ſom heele Verden glæder"	3.6.2	2.5.3	MS3	MS3/12_Den_prægtig'_Soel_ſom_heele_Verden_glæder.mscx	False	39-75 (Eb2-Eb5)	mxl	Soprano	60-75 (C4-Eb5)	Alto	58-72 (Bb3-C5)	Tenor	51-63 (Eb3-Eb4)	Bass	39-56 (Eb2-Ab3)	Piano 1	55-75 (G3-Eb5)	Piano 1	39-63 (Eb2-Eb4)	Piano 2	60-75 (C4-Eb5)	Piano 2	41-56 (F2-Ab3)				
13_Den_ſom_mig_føder_det_er_Gud_min_Herre	1: 4/4	1: -1	37	37	144.0	37	37	144.0	1460.0	691	81	0	0	0		Choral Bog		Den, ſom mig føder, det er Gud min Herre						2025-01-28	Linux			"<font size=""22""/>13. Den, ſom mig føder, det er Gud min Herre"	3.6.2	2.5.3	MS3	MS3/13_Den_ſom_mig_føder_det_er_Gud_min_Herre.mscx	False	42-74 (F#2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	57-69 (A3-A4)	Tenor	51-64 (Eb3-E4)	Bass	42-58 (F#2-Bb3)	Piano 1	57-74 (A3-D5)	Piano 1	42-64 (F#2-E4)	Piano 2	62-74 (D4-D5)	Piano 2	42-58 (F#2-Bb3)				
14_Du_høye_Fryd_for_reene_Siele	1: 4/4	1: 1	29	29	108.0	39	39	144.0	1032.0	533	60	0	0	0		Choral Bog		Du høye Fryd for reene Siele						2025-01-28	Linux			"<font size=""22""/>14. Du høye Fryd for reene Siele"	3.6.2	2.5.3	MS3	MS3/14_Du_høye_Fryd_for_reene_Siele.mscx	False	38-76 (D2-E5)	mxl	Soprano	62-76 (D4-E5)	Alto	57-71 (A3-B4)	Tenor	54-67 (F#3-G4)	Bass	38-59 (D2-B3)	Piano 1	57-76 (A3-E5)	Piano 1	43-64 (G2-E4)	Piano 2	62-76 (D4-E5)	Piano 2	38-59 (D2-B3)				
15_Eet_er_nødigt_dette_eene	1: 4/4	1: 3	27	27	108.0	35	35	140.0	1026.0	605	73	0	0	0		Choral Bog		Eet er nødigt, dette eene						2025-01-28	Linux			"<font size=""22""/>15. Eet er nødigt, dette eene"	3.6.2	2.5.3	MS3	MS3/15_Eet_er_nødigt_dette_eene.mscx	False	40-76 (E2-E5)	mxl	Soprano	64-76 (E4-E5)	Alto	59-71 (B3-B4)	Tenor	54-68 (F#3-G#4)	Bass	40-59 (E2-B3)	Piano 1	59-76 (B3-E5)	Piano 1	40-66 (E2-F#4)	Piano 2	64-76 (E4-E5)	Piano 2	40-59 (E2-B3)				
16_Et_Barn_er_fød_i_Bethlehem	1: 3/2	1: -1	15	15	84.0	15	15	84.0	858.0	310	33	0	0	0		Choral Bog		Et Barn er fød i Bethlehem.						2025-01-28	Linux			"<font size=""22""/>16. Et Barn er fød i Bethlehem."	3.6.2	2.5.3	MS3	MS3/16_Et_Barn_er_fød_i_Bethlehem.mscx	False	43-70 (G2-Bb4)	mxl	Soprano	65-70 (F4-Bb4)	Alto	60-67 (C4-G4)	Tenor	55-62 (G3-D4)	Bass	43-58 (G2-Bb3)	Piano 1	58-70 (Bb3-Bb4)	Piano 1	43-62 (G2-D4)	Piano 2	65-70 (F4-Bb4)	Piano 2	43-58 (G2-Bb3)				
17_Et_lidet_Barn_ſaa_lyſteligt	1: 4/4	1: 1	34	34	128.0	43	43	160.0	1288.0	722	89	0	0	0		Choral Bog		Et lidet Barn ſaa lyſteligt						2025-01-28	Linux			"<font size=""22""/>17. Et lidet Barn ſaa lyſteligt"	3.6.2	2.5.3	MS3	MS3/17_Et_lidet_Barn_ſaa_lyſteligt.mscx	False	42-76 (F#2-E5)	mxl	Soprano	62-76 (D4-E5)	Alto	57-69 (A3-A4)	Tenor	52-64 (E3-E4)	Bass	42-59 (F#2-B3)	Piano 1	57-76 (A3-E5)	Piano 1	42-64 (F#2-E4)	Piano 2	62-76 (D4-E5)	Piano 2	42-59 (F#2-B3)				
18_Et_troefaſt_Hierte_o_Herre_min	1: 4/4	1: -2	22	22	80.0	31	31	112.0	808.0	391	47	0	0	0		Choral Bog		Et troefaſt Hierte, o Herre min						2025-01-28	Linux			"<font size=""22""/>18. Et troefaſt Hierte, o Herre min"	3.6.2	2.5.3	MS3	MS3/18_Et_troefaſt_Hierte_o_Herre_min.mscx	False	41-74 (F2-D5)	mxl	Soprano	65-74 (F4-D5)	Alto	58-69 (Bb3-A4)	Tenor	53-64 (F3-E4)	Bass	41-55 (F2-G3)	Piano 1	60-74 (C4-D5)	Piano 1	41-60 (F2-C4)	Piano 2	65-74 (F4-D5)	Piano 2	41-55 (F2-G3)				
19_Fader_vor_udi_Himmerig	1: 4/4	1: 0	25	25	96.0	25	25	96.0	966.0	562	72	0	0	0		Choral Bog		Fader vor udi Himmerig						2025-01-28	Linux			"<font size=""22""/>19. Fader vor udi Himmerig"	3.6.2	2.5.3	MS3	MS3/19_Fader_vor_udi_Himmerig.mscx	False	41-77 (F2-F5)	mxl	Soprano	62-77 (D4-F5)	Alto	60-69 (C4-A4)	Tenor	52-65 (E3-F4)	Bass	41-57 (F2-A3)	Piano 1	57-77 (A3-F5)	Piano 1	41-73 (F2-C#5)	Piano 2	62-77 (D4-F5)	Piano 2	41-57 (F2-A3)				
20_Fra_Himmelen_høyt_komme_vi_nu_her	1: 4/4	1: 0	17	17	64.0	17	17	64.0	646.0	319	36	0	0	0		Choral Bog		Fra Himmelen høyt komme vi nu her						2025-01-28	Linux			"<font size=""22""/>20. Fra Himmelen høyt komme vi nu her"	3.6.2	2.5.3	MS3	MS3/20_Fra_Himmelen_høyt_komme_vi_nu_her.mscx	False	41-72 (F2-C5)	mxl	Soprano	60-72 (C4-C5)	Alto	59-69 (B3-A4)	Tenor	52-64 (E3-E4)	Bass	41-57 (F2-A3)	Piano 1	55-72 (G3-C5)	Piano 1	41-64 (F2-E4)	Piano 2	60-72 (C4-C5)	Piano 2	41-57 (F2-A3)				
21_Friſk_op_min_Siel!_forſage_ey	1: 3/2	1: 1	26	26	144.0	35	35	192.0	1464.0	495	55	0	0	0		Choral Bog		Friſk op, min Siel! forſage ey						2025-01-28	Linux			"<font size=""22""/>21. Friſk op, min Siel! forſage ey"	3.6.2	2.5.3	MS3	MS3/21_Friſk_op_min_Siel!_forſage_ey.mscx	False	43-76 (G2-E5)	mxl	Soprano	67-76 (G4-E5)	Alto	64-71 (E4-B4)	Tenor	59-67 (B3-G4)	Bass	43-55 (G2-G3)	Piano 1	59-76 (B3-E5)	Piano 1	43-67 (G2-G4)	Piano 2	67-76 (G4-E5)	Piano 2	43-55 (G2-G3)				
22_Fryd_dig_du_Chriſti_Brud	1: 4/4	1: 1	23	23	88.0	23	23	88.0	880.0	423	48	0	0	0		Choral Bog		Fryd dig du Chriſti Brud						2025-01-28	Linux			"<font size=""22""/>22. Fryd dig du Chriſti Brud"	3.6.2	2.5.3	MS3	MS3/22_Fryd_dig_du_Chriſti_Brud.mscx	False	43-74 (G2-D5)	mxl	Soprano	64-74 (E4-D5)	Alto	59-69 (B3-A4)	Tenor	54-66 (F#3-F#4)	Bass	43-55 (G2-G3)	Piano 1	59-74 (B3-D5)	Piano 1	43-66 (G2-F#4)	Piano 2	64-74 (E4-D5)	Piano 2	43-55 (G2-G3)				
23_Gud_Fader_udi_Himmerig	1: 4/4	1: 1	17	17	64.0	17	17	64.0	662.0	330	38	0	0	0		Choral Bog		Gud Fader udi Himmerig						2025-01-28	Linux			"<font size=""22""/>23. Gud Fader udi Himmerig"	3.6.2	2.5.3	MS3	MS3/23_Gud_Fader_udi_Himmerig.mscx	False	40-74 (E2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	59-69 (B3-A4)	Tenor	54-62 (F#3-D4)	Bass	40-59 (E2-B3)	Piano 1	54-74 (F#3-D5)	Piano 1	40-57 (E2-A3)	Piano 2	62-74 (D4-D5)	Piano 2	40-57 (E2-A3)				
24_Gud_give_vor_Konning	1: 4/4	1: -2	30	30	116.0	30	30	116.0	1180.0	582	65	0	0	0		Choral Bog		Gud give vor Konning						2025-01-28	Linux			"<font size=""22""/>24. Gud give vor Konning"	3.6.2	2.5.3	MS3	MS3/24_Gud_give_vor_Konning.mscx	False	38-77 (D2-F5)	mxl	Soprano	65-77 (F4-F5)	Alto	58-69 (Bb3-A4)	Tenor	53-62 (F3-D4)	Bass	38-58 (D2-Bb3)	Piano 1	58-77 (Bb3-F5)	Piano 1	41-67 (F2-G4)	Piano 2	65-77 (F4-F5)	Piano 2	38-58 (D2-Bb3)				
25_Guds_Godhed_ville_vi_priſe	1: 4/4	1: -1	23	23	84.0	31	31	112.0	850.0	407	45	0	0	0		Choral Bog		Guds Godhed ville vi priſe						2025-01-28	Linux			"<font size=""22""/>25. Guds Godhed ville vi priſe"	3.6.2	2.5.3	MS3	MS3/25_Guds_Godhed_ville_vi_priſe.mscx	False	42-74 (F#2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	58-70 (Bb3-Bb4)	Tenor	55-67 (G3-G4)	Bass	43-58 (G2-Bb3)	Piano 1	58-74 (Bb3-D5)	Piano 1	43-64 (G2-E4)	Piano 2	62-74 (D4-D5)	Piano 2	42-58 (F#2-Bb3)				
26_Guds_Søn_er_kommen_af_Himmelen_ned	1: 4/4	1: 2	22	22	80.0	31	31	112.0	810.0	416	49	0	0	0		Choral Bog		Guds Søn er kommen af Himmelen ned						2025-01-28	Linux			"<font size=""22""/>26. Guds Søn er kommen af Himmelen ned"	3.6.2	2.5.3	MS3	MS3/26_Guds_Søn_er_kommen_af_Himmelen_ned.mscx	False	42-74 (F#2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	57-69 (A3-A4)	Tenor	54-66 (F#3-F#4)	Bass	42-57 (F#2-A3)	Piano 1	57-74 (A3-D5)	Piano 1	42-66 (F#2-F#4)	Piano 2	62-74 (D4-D5)	Piano 2	42-57 (F#2-A3)				
27_Helligſte_Jeſu_Helligheds_Kilde	1: 4/4	1: 0	32	32	128.0	46	46	184.0	1270.0	611	73	0	0	0		Choral Bog		Helligſte Jeſu, Helligheds Kilde						2025-01-28	Linux			"<font size=""22""/>27. Helligſte Jeſu, Helligheds Kilde"	3.6.2	2.5.3	MS3	MS3/27_Helligſte_Jeſu_Helligheds_Kilde.mscx	False	38-76 (D2-E5)	mxl	Soprano	60-76 (C4-E5)	Alto	55-69 (G3-A4)	Tenor	52-66 (E3-F#4)	Bass	38-60 (D2-C4)	Piano 1	55-76 (G3-E5)	Piano 1	38-67 (D2-G4)	Piano 2	60-76 (C4-E5)	Piano 2	38-60 (D2-C4)				
28_Herre_Chriſt!_Gud_Faders_eenbaarne_Søn	1: 4/4	1: 1	20	20	72.0	28	28	100.0	724.0	373	49	0	0	0		Choral Bog		Herre Chriſt! Gud Faders eenbaarne Søn						2025-01-28	Linux			"<font size=""22""/>28. Herre Chriſt! Gud Faders eenbaarne Søn"	3.6.2	2.5.3	MS3	MS3/28_Herre_Chriſt!_Gud_Faders_eenbaarne_Søn.mscx	False	43-74 (G2-D5)	mxl	Soprano	64-74 (E4-D5)	Alto	59-69 (B3-A4)	Tenor	54-64 (F#3-E4)	Bass	43-57 (G2-A3)	Piano 1	59-74 (B3-D5)	Piano 1	43-64 (G2-E4)	Piano 2	64-74 (E4-D5)	Piano 2	43-57 (G2-A3)				
29_Herre_Jeſu_Chriſt!_min_Frelſer_du	1: 4/4	1: -1	19	19	72.0	19	19	72.0	720.0	370	43	0	0	0		Choral Bog		Herre Jeſu Chriſt! min Frelſer du						2025-01-28	Linux			"<font size=""22""/>29. Herre Jeſu Chriſt! min Frelſer du"	3.6.2	2.5.3	MS3	MS3/29_Herre_Jeſu_Chriſt!_min_Frelſer_du.mscx	False	43-72 (G2-C5)	mxl	Soprano	64-72 (E4-C5)	Alto	58-69 (Bb3-A4)	Tenor	53-62 (F3-D4)	Bass	43-58 (G2-Bb3)	Piano 1	60-72 (C4-C5)	Piano 1	43-62 (G2-D4)	Piano 2	64-72 (E4-C5)	Piano 2	43-58 (G2-Bb3)				
30_Herre_Jeſu_Chriſt!_ſand_Menneſke	1: 4/4	1: 2	17	17	64.0	17	17	64.0	642.0	325	37	0	0	0		Choral Bog		Herre Jeſu Chriſt! ſand Menneſke						2025-01-28	Linux			"<font size=""22""/>30.a. Herre Jeſu Chriſt! ſand Menneſke"	3.6.2	2.5.3	MS3	MS3/30_Herre_Jeſu_Chriſt!_ſand_Menneſke.mscx	False	43-74 (G2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	57-69 (A3-A4)	Tenor	54-62 (F#3-D4)	Bass	43-57 (G2-A3)	Piano 1	57-74 (A3-D5)	Piano 1	43-62 (G2-D4)	Piano 2	62-74 (D4-D5)	Piano 2	43-57 (G2-A3)				
31_En_anden_Melodie	1: 4/4	1: 1	17	17	64.0	17	17	64.0	644.0	322	40	0	0	0		Choral Bog		En anden Melodie						2025-01-28	Linux			"<font size=""22""/>30.b. En anden Melodie"	3.6.2	2.5.3	MS3	MS3/31_En_anden_Melodie.mscx	False	40-76 (E2-E5)	mxl	Soprano	64-76 (E4-E5)	Alto	59-69 (B3-A4)	Tenor	55-64 (G3-E4)	Bass	40-57 (E2-A3)	Piano 1	60-76 (C4-E5)	Piano 1	43-64 (G2-E4)	Piano 2	64-76 (E4-E5)	Piano 2	40-57 (E2-A3)				
32_Hielp_Gud_at_jeg_nu_kunde	1: 4/4	1: -1	20	20	74.0	28	28	102.0	726.0	361	39	0	0	0		Choral Bog		Hielp Gud, at jeg nu kunde						2025-01-28	Linux			"<font size=""22""/>31. Hielp Gud, at jeg nu kunde"	3.6.2	2.5.3	MS3	MS3/32_Hielp_Gud_at_jeg_nu_kunde.mscx	False	41-74 (F2-D5)	mxl	Soprano	65-74 (F4-D5)	Alto	60-67 (C4-G4)	Tenor	53-65 (F3-F4)	Bass	41-57 (F2-A3)	Piano 1	60-74 (C4-D5)	Piano 1	41-65 (F2-F4)	Piano 2	65-74 (F4-D5)	Piano 2	41-57 (F2-A3)				
33_Hiertelig_mig_nu_længes	1: 4/4	1: 0	24	24	88.0	32	32	116.0	896.0	416	49	0	0	0		Choral Bog		Hiertelig mig nu længes						2025-01-28	Linux			"<font size=""22""/>32. Hiertelig mig nu længes"	3.6.2	2.5.3	MS3	MS3/33_Hiertelig_mig_nu_længes.mscx	False	40-74 (E2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	57-69 (A3-A4)	Tenor	52-65 (E3-F4)	Bass	40-60 (E2-C4)	Piano 1	57-74 (A3-D5)	Piano 1	40-64 (E2-E4)	Piano 2	62-74 (D4-D5)	Piano 2	40-58 (E2-Bb3)				
34_Hvad_kan_os_komme_til_for_Nød	1: 4/4	1: 1	22	22	80.0	31	31	112.0	802.0	404	51	0	0	0		Choral Bog		Hvad kan os komme til for Nød						2025-01-28	Linux			"<font size=""22""/>33. Hvad kan os komme til for Nød"	3.6.2	2.5.3	MS3	MS3/34_Hvad_kan_os_komme_til_for_Nød.mscx	False	43-74 (G2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	57-69 (A3-A4)	Tenor	54-64 (F#3-E4)	Bass	43-59 (G2-B3)	Piano 1	57-74 (A3-D5)	Piano 1	43-62 (G2-D4)	Piano 2	62-74 (D4-D5)	Piano 2	43-59 (G2-B3)				
35_Hvad_min_Gud_vil_ſkee_mig_altiid	1: 4/4	1: 0	26	26	96.0	35	35	128.0	976.0	504	57	0	0	0		Choral Bog		Hvad min Gud vil, ſkee mig altiid						2025-01-28	Linux			"<font size=""22""/>34. Hvad min Gud vil, ſkee mig altiid"	3.6.2	2.5.3	MS3	MS3/35_Hvad_min_Gud_vil_ſkee_mig_altiid.mscx	False	41-74 (F2-D5)	mxl	Soprano	64-74 (E4-D5)	Alto	60-69 (C4-A4)	Tenor	55-65 (G3-F4)	Bass	41-57 (F2-A3)	Piano 1	59-74 (B3-D5)	Piano 1	41-65 (F2-F4)	Piano 2	64-74 (E4-D5)	Piano 2	41-55 (F2-G3)				
36_Hvo_ikkun_lader_Herren_raade	1: 4/4	1: 0	19	19	68.0	29	29	104.0	660.0	325	41	0	0	0		Choral Bog		Hvo ikkun lader Herren raade						2025-01-28	Linux			"<font size=""22""/>35. Hvo ikkun lader Herren raade"	3.6.2	2.5.3	MS3	MS3/36_Hvo_ikkun_lader_Herren_raade.mscx	False	43-76 (G2-E5)	mxl	Soprano	64-76 (E4-E5)	Alto	59-69 (B3-A4)	Tenor	52-62 (E3-D4)	Bass	43-55 (G2-G3)	Piano 1	59-76 (B3-E5)	Piano 1	45-64 (A2-E4)	Piano 2	64-76 (E4-E5)	Piano 2	45-57 (A2-A3)				
