mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
132	132	522	4.0	0	4/4	1	0						133
133	133	526	4.0	0	4/4	1	0						134
134	134	530	4.0	0	4/4	1	0						135
135	135	534	4.0	0	4/4	1	0						136
136	136	538	4.0	0	4/4	1	0						137
137	137	542	4.0	0	4/4	1	0						138
138	138	546	4.0	0	4/4	1	0						139
139	139	550	4.0	0	4/4	1	0						140
140	140	554	4.0	0	4/4	1	0						141
141	141	558	4.0	0	4/4	1	0						142
142	142	562	4.0	0	4/4	1	0				page		143
143	143	566	4.0	0	4/4	1	0						144
144	144	570	4.0	0	4/4	1	0						145
145	145	574	4.0	0	4/4	1	0						146
146	146	578	4.0	0	4/4	1	0						147
147	147	582	4.0	0	4/4	1	0						148
148	148	586	4.0	0	4/4	1	0						149
149	149	590	4.0	0	4/4	1	0						150
150	150	594	4.0	0	4/4	1	0						151
151	151	598	4.0	0	4/4	1	0						152
152	152	602	4.0	0	4/4	1	0						153
153	153	606	4.0	0	4/4	1	0						154
154	154	610	4.0	0	4/4	1	0						155
155	155	614	4.0	0	4/4	1	0						156
156	156	618	4.0	0	4/4	1	0						157
157	157	622	4.0	0	4/4	1	0				page		158
158	158	626	4.0	0	4/4	1	0						159
159	159	630	4.0	0	4/4	1	0						160
160	160	634	4.0	0	4/4	1	0						161
161	161	638	4.0	0	4/4	1	0						162
162	162	642	4.0	0	4/4	1	0						163
163	163	646	4.0	0	4/4	1	0						164
164	164	650	4.0	0	4/4	1	0						165
165	165	654	4.0	0	4/4	1	0						166
166	166	658	4.0	0	4/4	1	0						167
167	167	662	4.0	0	4/4	1	0						168
168	168	666	4.0	0	4/4	1	0						169
169	169	670	4.0	0	4/4	1	0						170
170	170	674	4.0	0	4/4	1	0						171
171	171	678	4.0	0	4/4	1	0						172
172	172	682	4.0	0	4/4	1	0						173
173	173	686	4.0	0	4/4	1	0				page		174
174	174	690	4.0	0	4/4	1	0						175
175	175	694	4.0	0	4/4	1	0						176
176	176	698	4.0	0	4/4	1	0						177
177	177	702	4.0	0	4/4	1	0						178
178	178	706	4.0	0	4/4	1	0						179
179	179	710	4.0	0	4/4	1	0						180
180	180	714	4.0	0	4/4	1	0						181
181	181	718	4.0	0	4/4	1	0						182
182	182	722	4.0	0	4/4	1	0						183
183	183	726	4.0	0	4/4	1	0						184
184	184	730	4.0	0	4/4	1	0						185
185	185	734	4.0	0	4/4	1	0						186
186	186	738	4.0	0	4/4	1	0						187
187	187	742	4.0	0	4/4	1	0				page		188
188	188	746	4.0	0	4/4	1	0						189
189	189	750	4.0	0	4/4	1	0						190
190	190	754	4.0	0	4/4	1	0						191
191	191	758	4.0	0	4/4	1	0						192
192	192	762	4.0	0	4/4	1	0						193
193	193	766	4.0	0	4/4	1	0						194
194	194	770	4.0	0	4/4	1	0						195
195	195	774	4.0	0	4/4	1	0						196
196	196	778	4.0	0	4/4	1	0						197
197	197	782	4.0	0	4/4	1	0						198
198	198	786	4.0	0	4/4	1	0						199
199	199	790	4.0	0	4/4	1	0						200
200	200	794	4.0	0	4/4	1	0				page		201
201	201	798	4.0	0	4/4	1	0						202
202	202	802	4.0	0	4/4	1	0						203
203	203	806	4.0	0	4/4	1	0						204
204	204	810	4.0	0	4/4	1	0						205
205	205	814	4.0	0	4/4	1	0						206
206	206	818	4.0	0	4/4	1	0						207
207	207	822	4.0	0	4/4	1	0						208
208	208	826	4.0	0	4/4	1	0						209
209	209	830	4.0	0	4/4	1	0						210
210	210	834	4.0	0	4/4	1	0						211
211	211	838	4.0	0	4/4	1	0						212
212	212	842	4.0	0	4/4	1	0			end		lastMeasure	-1
